plaintext, ciphertext
ZBZKBTIYOGPWTXWNLTYNBFFCVOMQKXOIMEZSQQBWKKWNPDMPFRPXHVPDQXIQQQDIAGYTSVSCYJMKSIDHLFPGOPJOGIKTBFBHIVDGHEK, WYWHYQFVLDMTQUTKIQVKYCCZSLJNHULFJBWPNNYTHHTKMAJMCOMUESMANUFNNNAFXDVQPSPZVGJHPFAEICMDLMGLDFHQYCYEFSADEBH
AGPCIKVKSJCAVWXPPCPAUZSLKCABJJLDVOJPMTJQLHQHYCEHCHZHQWQFOFIIUFROPPWVOVUHLXBRIEJTJOWROSOUSYCCVWLNGMCXJURHQEEDEG, PVERXZKZHYRPKLMEEREPJOHAZRPQYYASKDYEBIYFAWFWNRTWRWOWFLFUDUXXJUGDEELKDKJWAMQGXTYIYDLGDHDJHNRRKLACVBRMYJGWFTTSTV
EMZJXJAZTGUFRGMOXUOVCXRPBBEIWKWRVBFGTSGNOZGCSWGAMPXFRCPZOBTEQMJVCENY, JREOCOFEYLZKWLRTCZTAHCWUGGJNBPBWAGKLYXLSTELHXBLFRUCKWHUETGYJVROAHJSD
NARXRJIBJWIENBJBERXFXAKBVJVODXMJUMTGGOSJLYRADMMBSWOURTMEAJQTUYNFVRMPIGSPA, REVBVNMFNAMIRFNFIVBJBEOFZNZSHBQNYQXKKSWNPCVEHQQFWASYVXQIENUXYCRJZVQTMKWTE
SSDOUSQBCXQHFJKOTKLVHW, ZZKVBZXIJEXOMQRVARSCOD
SOBYMTEFVLUZYHDPVOADDMAXIZLUTBXFGXLEYSBXAVMWTZQYEGPDULHAODVWLXANINMTKBCYOIFGOEKGSMR, OKXUIPABRHQVUDZLRKWZZIWTEVHQPXTBCTHAUOXTWRISPVMUACLZQHDWKZRSHTWJEJIPGXYUKEBCKAGCOIN
YEDWKWAVRSWSDJZNAKQALAVPBCVPJBKRIFMDSDWSYMYCIFKZQBZZNFNYNUYEWMLAMZDXVAPZUGBPRDNUQHXSOKPVAHLOJABXYXTEYXDKZWNCXHCCOLIDIDXCWAHBVM, RXWPDPTOKLPLWCSGTDJTETOIUVOICUDKBYFWLWPLRFRVBYDSJUSSGYGRGNRXPFETFSWQOTISNZUIKWGNJAQLHDIOTAEHCTUQRQMXRQWDSPGVQAVVHEBWBWQVPTAUOF
DAZLANDLBCYLNAMFNJWRHZVYDJKJVPZPSCMFHITYAPTBZMHZTHHADORWNERCKFMYEWKIVLIALDRVMOVUXMJDOADZZDWYERWGRRDAZSRKIPMEIAPNJNHTQBPXQX, JGFRGTJRHIERTGSLTPCXNFBEJPQPBVFVYISLNOZEGVZHFSNFZNNGJUXCTKXIQLSEKCQOBROGRJXBSUBADSPJUGJFFJCEKXCMXXJGFYXQOVSKOGVTPTNZWHVDWD
CJUVTFLFSXRNATQYGVFFSCAEZFIDUZYHCCJSNFXUKBAFOPRRZCWOOTMSM, SZKLJVBVINHDQJGOWLVVISQUPVYTKPOXSSZIDVNKARQVEFHHPSMEEJCIC
DWRCDJYPKJKSXMZDDMQCNQBKRVBCPGWSBNSFNYJJYJVGOCMFIJNXDZEBXIAQGDGMPHIXZZLLRYCMBUACHNT, LEZKLRGXSRSAFUHLLUYKVYJSZDJKXOEAJVANVGRRGRDOWKUNQRVFLHMJFQIYOLOUXPQFHHTTZGKUJCIKPVB
AAUUSQALJKZBOCSZMZKLQYQDRSWTJJZRISWYFEKQNRTVGKBHBVJVCSQHJSELHTXLOTEJGYEAVTDRXHVZFPCPILJCDWXXFSCUJTYFPJIOAZBPIAJLCUXMSJQQUGBSVOL, ZZTTRPZKIJYANBRYLYJKPXPCQRVSIIYQHRVXEDJPMQSUFJAGAUIUBRPGIRDKGSWKNSDIFXDZUSCQWGUYEOBOHKIBCVWWERBTISXEOIHNZYAOHZIKBTWLRIPPTFARUNK
EGFVMFCLGIRIXMHPJWDKOQEMGTPWUQGEPXYGWOMRNJDAZJEOVVHQCXRTAWGBFNGWOOYKZTAIVQXYRONKMPCCNFXVR, KMLBSLIRMOXODSNVPCJQUWKSMZVCAWMKVDEMCUSXTPJGFPKUBBNWIDXZGCMHLTMCUUEQFZGOBWDEXUTQSVIITLDBX
LJEZDCPXFSREKGSKLOSGLPSTTSCWVJZCKFILBNOBMKRJXVYYYXVZZJYDEGCLZWNPJXZLXROCTEIBDTCBHSNHFEFZJZMEVQXVUE, JHCXBANVDQPCIEQIJMQEJNQRRQAUTHXAIDGJZLMZKIPHVTWWWVTXXHWBCEAJXULNHVXJVPMARCGZBRAZFQLFDCDXHXKCTOVTSC
AJYZKHEIDFBRTVJEBMZNXTQQKSUIQNXVRLPXPLRDBOLLTAXVABODAARKFOGLDOZRWBFYMWXMVAOWSQNAXKEKXVXKLDXLNVHQXWHOSKUCHKFNZDXONGZOFUKVIZPNJS, AJYZKHEIDFBRTVJEBMZNXTQQKSUIQNXVRLPXPLRDBOLLTAXVABODAARKFOGLDOZRWBFYMWXMVAOWSQNAXKEKXVXKLDXLNVHQXWHOSKUCHKFNZDXONGZOFUKVIZPNJS
XQHQHBTKPWUWMUMGNOSFHTFGJBLICVEWBBKPSYGVREZHAYLX, NGXGXRJAFMKMCKCWDEIVXJVWZRBYSLUMRRAFIOWLHUPXQOBN
UCTZQREAHPRXPXIBGBDWIRIRRUJUODXYJIVHJFQBFOLATXQRSFEZCCDWDALHGPGYCJKESOLJXONKDEPDEHGOOOV, YGXDUVIELTVBTBMFKFHAMVMVVYNYSHBCNMZLNJUFJSPEXBUVWJIDGGHAHEPLKTKCGNOIWSPNBSROHITHILKSSSZ
XBJJUOCYMUSOZBZKDZLCJWHJDXTZTXVJMJMTGXSINBSHIWZWNIXMLHATASJBMFMTTPBGERCJHSNLASNDVIDEEILVJDONYVUPDVPZGILPHZQQBSVTOD, BFNNYSGCQYWSDFDOHDPGNALNHBXDXBZNQNQXKBWMRFWLMADARMBQPLEXEWNFQJQXXTFKIVGNLWRPEWRHZMHIIMPZNHSRCZYTHZTDKMPTLDUUFWZXSH
RCILMXCVAPIQTSIPFMJVKGGPLUQXCKAJJDGUTSXSYSMRZVCNCDSXOEKAAQUXDENHEKYKY, MXDGHSXQVKDLONDKAHEQFBBKGPLSXFVEEYBPONSNTNHMUQXIXYNSJZFVVLPSYZICZFTFT
MHKYZRETWMRGGSZQSXKBJTEEHDHDIURAYRSTKTCLLHLDVDDBHXZOGBQXWGDZWUNICRAKZGPVCILDZVFFWVRUWLYTSXPUMS, DYBPQIVKNDIXXJQHJOBSAKVVYUYUZLIRPIJKBKTCCYCUMUUSYOQFXSHONXUQNLEZTIRBQXGMTZCUQMWWNMILNCPKJOGLDJ
PACQPJWXZCBEEMVGELJSDUIHDMJFRCTBUZLPUPTSGVHKAZAERJCCVCSBQDUPWXIDZNQOISFMQEEVRHPJDHKIUPJDPZXATSKKJXXKVDKERYJIOYKVASWAEH, HSUIHBOPRUTWWENYWDBKVMAZVEBXJULTMRDHMHLKYNZCSRSWJBUUNUKTIVMHOPAVRFIGAKXEIWWNJZHBVZCAMHBVHRPSLKCCBPPCNVCWJQBAGQCNSKOSWZ
VHXPEBCYSVQVDHJZBLINZWHLJCLKULZHBDXQRDQTMDIJNGODTGUEPHANDTWYBPWAYZJNDHZYSFLNSRHZPICQOXSHRTTVGYRJCWXBFDZPZMMWJUUYJGCWAZADDOLMZ, TFVNCZAWQTOTBFHXZJGLXUFJHAJISJXFZBVOPBORKBGHLEMBRESCNFYLBRUWZNUYWXHLBFXWQDJLQPFXNGAOMVQFPRRTEWPHAUVZDBXNXKKUHSSWHEAUYXYBBMJKX
KNHBVRAUVJFLDBVSVHXVSHVCMETGBPULWVGZCINPAPGTXVIRGLBMNLHWIDLQXRISBXKNUADWJPLKVAROJCGHZWEWIOUVVHDYUAWNA, YBVPJFOIJXTZRPJGJVLJGVJQASHUPDIZKJUNQWBDODUHLJWFUZPABZVKWRZELFWGPLYBIORKXDZYJOFCXQUVNKSKWCIJJVRMIOKBO
QQDCILWLLTZULQYLAIY, HHUTZCNCCKQLCHPCRZP
WQCYARCYJWBYJNQVZWHXKWZPWNPNDSCIUUAWQXATL, DXJFHYJFQDIFQUXCGDOERDGWDUWUKZJPBBHDXEHAS
SCNUPBPMMRUJUHQDMCQKDSMSCANZAOEZJBQRIOCCKPYZWUYMXIILRAIKDRSXVMKPBYAHOZTCYHJLEZRSYBWVR, HRCJEQEBBGJYJWFSBRFZSHBHRPCOPDTOYQFGXDRRZENOLJNBMXXAGPXZSGHMKBZEQNPWDOIRNWYATOGHNQLKG
HCTHPIPMAXNCHCXNCYNTOLMDFKXGABYEVMGZQRQBWXXSVFMQBTUIDHWSGNHVEMIHLKVLPLOXSQUTSNTJBJEATNMLCORMXQMMCITJTF, IDUIQJQNBYODIDYODZOUPMNEGLYHBCZFWNHARSRCXYYTWGNRCUVJEIXTHOIWFNJIMLWMQMPYTRVUTOUKCKFBUONMDPSNYRNNDJUKUG
FIULLFWCZAYKXEBJLNBMMVGGWPTMASKAWMJGQZEWPHTC, TWIZZTKQNOMYLSPXZBPAAJUUKDHAOGYOKAXUENSKDVHQ
SCOCNRIDWCUYRIYAHNTJCYBJYWOGFGBLYSUDNAMDYJNHHOQVWCZYEHMTIEYMEHKGITRAKNILTPPYFHLDCIDOJLIZIQBZLHCYTKGJYIDHWUJUQXDFRXEMZIZXSZFB, CMYMXBSNGMEIBSIKRXDTMILTIGYQPQLVICENXKWNITXRRYAFGMJIORWDSOIWORUQSDBKUXSVDZZIPRVNMSNYTVSJSALJVRMIDUQTISNRGETEAHNPBHOWJSJHCJPL
WQOFBIZIRMWEUPGLKRROQWLLOVSDSFAGOHRDDSCMANZGYWUZLXJOLLVSWQXKKKSVMJCRDUIMQBWWYABOMZFFDSNEMQSDIYYEUKWVRETQWFIEH, WQOFBIZIRMWEUPGLKRROQWLLOVSDSFAGOHRDDSCMANZGYWUZLXJOLLVSWQXKKKSVMJCRDUIMQBWWYABOMZFFDSNEMQSDIYYEUKWVRETQWFIEH
OFALZLUSUMGRXBCHYNUWAAIZGODLYKHGGOVVQZRUNSQWGSSOQKWMNRPMFQUSJIAPPVDSCGMLBXPSMINISFNCYOROVWJHSCLUPEXPWGUU, MDYJXJSQSKEPVZAFWLSUYYGXEMBJWIFEEMTTOXPSLQOUEQQMOIUKLPNKDOSQHGYNNTBQAEKJZVNQKGLGQDLAWMPMTUHFQAJSNCVNUESS
PYFIFVMLNF, MVCFCSJIKC
XRAOZNJPJKYVRWBETQSEBNJBMBTZCWHLWGTJYZXRKHWODTR, NHQEPDZFZAOLHMRUJGIURDZRCRJPSMXBMWJZOPNHAXMETJH
LVGIJOXLDBUYKIIKCEGJCRROWURNIAXDEKOJLIRCRRQDVXNPTVPWFLMLZBBFDICRDURNX, LVGIJOXLDBUYKIIKCEGJCRROWURNIAXDEKOJLIRCRRQDVXNPTVPWFLMLZBBFDICRDURNX
YFODJAN, ELUJPGT
WIXWIPRGMXIXXQQQPFROWELNDMSDVCEIIIZQVGOCVRQHUQTGVJUDYQCOJHASNUZCTLEKKNOJANPFYIVHIKHBXNAGNNVIOVPST, UGVUGNPEKVGVVOOONDPMUCJLBKQBTACGGGXOTEMATPOFSORETHSBWOAMHFYQLSXARJCIILMHYLNDWGTFGIFZVLYELLTGMTNQR
PKNCVMDRVZXVSPHVUTCTKNPGRHQMIQK, DYBQJARFJNLJGDVJIHQHYBDUFVEAWEY
HNRMUAXBIBWXQMOTNSZJZIYGRKYUGYVBIOSQVILKIGVIXOFKWBY, OUYTBHEIPIDEXTVAUZGQGPFNYRFBNFCIPVZXCPSRPNCPEVMRDIF
TFYTBCQTAALKGEOSIIGMGGJJRXLBIJULBTPIDPHTFXULCTQQUMWNQWB, OATOWXLOVVGFBZJNDDBHBBEEMSGWDEPGWOKDYKCOASPGXOLLPHRILRW
NMYGRMMFXYWBEUMRQAOODSBEEZPHKRZTQGXSRZMEKEDJTF, WVHPAVVOGHFKNDVAZJXXMBKNNIYQTAICZPGBAIVNTNMSCO
TZEHDSGKEWQKXAJLUJ, GMRUQFTXRJDXKNWYHW
WWSOGENBJQSGMVFEDPEEPPRVIVTMVNZBUZQUYGEYRUHNKATZRAJHRJZFACFWNIHTQTGADZREVQTSMVHQ, LLHDVTCQYFHVBKUTSETTEEGKXKIBKCOQJOFJNVTNGJWCZPIOGPYWGYOUPRULCXWIFIVPSOGTKFIHBKWF
SKENYVDWBDBACAOKHVUGPBRQHQBQAAXLUGLLSWQLSPZSJINEBEECK, SKENYVDWBDBACAOKHVUGPBRQHQBQAAXLUGLLSWQLSPZSJINEBEECK
WGYBRUIMEEAWRPEJHAEEIXZNKSUSKAWKZMBSSDAUGGZFUVWVNEYQITMFSVBNMTNALOESMENWRAHQORKDFTAZUXFZAVVOXLJGNALGLMZ, UEWZPSGKCCYUPNCHFYCCGVXLIQSQIYUIXKZQQBYSEEXDSTUTLCWOGRKDQTZLKRLYJMCQKCLUPYFOMPIBDRYXSVDXYTTMVJHELYJEJKX
AQPNT, OEDBH
JZOMEYLZHZWVGFNVXTAPNMKOSLQPIJPBYCSTROCMZZKCRKCYBFTYZWOLJJRQCWOATSOGVXIGIAGQHXGOIDNWBUNTXSFVMZZGNYOISSOJCSZUUGQRUWSIGLRA, NDSQICPDLDAZKJRZBXETRQOSWPUTMNTFCGWXVSGQDDOGVOGCFJXCDASPNNVUGASEXWSKZBMKMEKULBKSMHRAFYRXBWJZQDDKRCSMWWSNGWDYYKUVYAWMKPVE
FOUMXCUKRRQDUJBFVQGPCPDRIDIGKXXWBYEIFTGITHWLOYQTPEEQXEGBRQLVHUXMDMOUENDDHJGWOYAMTSLQYIEODQNCLBLD, HQWOZEWMTTSFWLDHXSIRERFTKFKIMZZYDAGKHVIKVJYNQASVRGGSZGIDTSNXJWZOFOQWGPFFJLIYQACOVUNSAKGQFSPENDNF
AMRNRIJOFBLSIJLOWJHNIBBVVOISVQCPPIOJVLOKGJAKXTJKGFUXFKLFMFM, AMRNRIJOFBLSIJLOWJHNIBBVVOISVQCPPIOJVLOKGJAKXTJKGFUXFKLFMFM
WCWCZOKZDUDYEIVVNTFYIDSNDAJJZUCUNJGZRPBGVBCYYLJOPXLKECYIWFRQQSFPELUNFLKTRICBFSTVWHOBVVZLMXYCVXWSJLGHKHBPTWMXFMYGUYQMWKPDN, KQKQNCYNRIRMSWJJBHTMWRGBROXXNIQIBXUNFDPUJPQMMZXCDLZYSQMWKTFEEGTDSZIBTZYHFWQPTGHJKVCPJJNZALMQJLKGXZUVYVPDHKALTAMUIMEAKYDRB
IPDRMGICVSWMFXMXWPBHXFTMLPQBTOWABKCHDGWEGAAZQHBHTUUSKGHXYORTMWIHTTKZBYTANXFLEIKOZVMHGMRNXDOYGRDNCCR, QXLZUOQKDAEUNFUFEXJPFNBUTXYJBWEIJSKPLOEMOIIHYPJPBCCASOPFGWZBUEQPBBSHJGBIVFNTMQSWHDUPOUZVFLWGOZLVKKZ
IHIKQYXTYOUXFHDHLIDQBXPWFTOOYBWJSMBUTZBXGFCERWRAIJWZMRVYCFNEMWATFUZQEEDCRXMDZLIZNH, NMNPVDCYDTZCKMIMQNIVGCUBKYTTDGBOXRGZYEGCLKHJWBWFNOBERWADHKSJRBFYKZEVJJIHWCRIEQNESM
MMIHLUSKQTHKZABLHPPWXEKUQBRPXDEYJICELRNRURDVCKLFUNZBWBOCTWJYSMAAVPVGDZEZKOIZYTLIPAYNHCYVMQQHUIRFMJHKQYMSKNAXZEZMFMJW, OOKJNWUMSVJMBCDNJRRYZGMWSDTRZFGALKEGNTPTWTFXEMNHWPBDYDQEVYLAUOCCXRXIFBGBMQKBAVNKRCAPJEAXOSSJWKTHOLJMSAOUMPCZBGBOHOLY
DUJFCCLELNBUKYZOEITIEAAO, VMBXUUDWDFTMCQRGWALAWSSG
AUAUZEGUOOEABPNJRCDVEELACQHVQBPDKQDVBYSHBMKLHNEDYNPGQCWJIRCEVXKITVRRITYTFLFTDDYBJGPJQCXSOTYGESDFZGJNSWSFXVWQCQKFKOQXMSPS, DXDXCHJXRRHDESQMUFGYHHODFTKYTESGNTGYEBVKEPNOKQHGBQSJTFZMLUFHYANLWYUULWBWIOIWGGBEMJSMTFAVRWBJHVGICJMQVZVIAYZTFTNINRTAPVSV
RZIEJBKRRDRAQYMCBAZEJAQGNVT, LTCYDVELLXLUKSGWVUTYDUKAHPN
PLFLUDNCADQIRLFTUXPZPSPFEQIXENSWPJRZYDICYTGSYUCZGOVR, LHBHQZJYWZMENHBPQTLVLOLBAMETAJOSLFNVUZEYUPCOUQYVCKRN
QHPQDMMYNGNJIKNITTKBSFLYVEIFDMMKCPGAXYWPKWDJVETGMJPNGZPKNOUZMYQRWHWFZUIUKYKLTBZMOVYAQQFOMLIODAJT, RIQRENNZOHOKJLOJUULCTGMZWFJGENNLDQHBYZXQLXEKWFUHNKQOHAQLOPVANZRSXIXGAVJVLZLMUCANPWZBRRGPNMJPEBKU
ZVKEFAMKDSRHIAZNRVMOQKCBLLNDXSWUCKDGVHESLCSSST, RNCWXSECVKJZASRFJNEGICUTDDFVPKOMUCVYNZWKDUKKKL
PGOLSPFMWODXCOTBDXNCJFOANKEROGKZEDSTLEPRFBOWIOLRDGVVOEUMCTQBHOXQAZGHQFZVJKMJNXYRIKRLCXDRVLXBEPXRVTOSBJX, QHPMTQGNXPEYDPUCEYODKGPBOLFSPHLAFETUMFQSGCPXJPMSEHWWPFVNDURCIPYRBAHIRGAWKLNKOYZSJLSMDYESWMYCFQYSWUPTCKY
XQJXDRO, ZSLZFTQ
S, Y
RGBVSWEWVATVBIRU, HWRLIMUMLQJLRYHK
ACVBFTAJEZKI, VXQWAOVEZUFD
PFHHGGCIWAXDVQKOSAALSSWDXIMAARKPPSNSGFPHSLAEQDYPFJMEZUDTVBIBRHIECTPZDDVCBCBHSQCWAUETL, WMOONNJPDHEKCXRVZHHSZZDKEPTHHYRWWZUZNMWOZSHLXKFWMQTLGBKACIPIYOPLJAWGKKCJIJIOZXJDHBLAS
DALIPBERTOGHNOMUQOYNVYKIRIBVKSLLRZVPG, SPAXEQTGIDVWCDBJFDNCKNZXGXQKZHAAGOKEV
LUOOVEPIIWNPZOXTCNRXERVKXZFLNSKFQMPFNNJBYZWIMOZUGBDXUUSJOLZHUKIKEAMNURFJWIYKXQIDFBEMHQQXJA, PYSSZITMMARTDSBXGRVBIVZOBDJPRWOJUQTJRRNFCDAMQSDYKFHBYYWNSPDLYOMOIEQRYVJNAMCOBUMHJFIQLUUBNE
TBIKLVCSIEHMGIURRHHJXKKKRJUNPANNJRSVFDSDXYDGBAGSOSKUWMTHMLYQYAXYDMEKKWQC, FNUWXHOEUQTYSUGDDTTVJWWWDVGZBMZZVDEHRPEPJKPSNMSEAEWGIYFTYXKCKMJKPYQWWICO
YTSUJKYSNBBXIZIJWHUEJTTYVXQVZHLNIFTHTTRBDKOITFVHTRAJFWHHWMQNPXPMHCSVAADJGGIESUKRQGCCLARBCLPCVNXPXGPLJILRRZK, FAZBQRFZUIIEPGPQDOBLQAAFCEXCGOSUPMAOAAYIKRVPAMCOAYHQMDOODTXUWEWTOJZCHHKQNNPLZBRYXNJJSHYIJSWJCUEWENWSQPSYYGR
ECHBTYFDLTZ, ZXCWOTAYGOU
JJHUXLCVDIUFSRAZMGOQAWHTKNBWVRRLVWCYYOKRMOCPVGKROINTEZNCT, OOMZCQHAINZKXWFERLTVFBMYPSGBAWWQABHDDTPWRTHUALPWTNSYJESHY
LVNYUMRXTWEZZYFCVUDBZIGSGTBNEMNOTWYZOZKORWDYPNORYBSFUPBGIGEUGBWDOXDOVMXRGHJPVBSPCBMMRBRKLDGHPIYMVJRGFCGIJGQO, CMEPLDIOKNVQQPWTMLUSQZXJXKSEVDEFKNPQFQBFINUPGEFIPSJWLGSXZXVLXSNUFOUFMDOIXYAGMSJGTSDDISIBCUXYGZPDMAIXWTXZAXHF
HSLBNVXCEWADZVZIEVNZVWXDZRRVFKGIFEOEQMAOBFJAGKZIPNVDZXGFANYWGDFWWZDGLXEGVCBRAGIEGOTKTDDONZECAUHJBMNRGU, PATJVDFKMEILHDHQMDVHDEFLHZZDNSOQNMWMYUIWJNRIOSHQXVDLHFONIVGEOLNEEHLOTFMODKJZIOQMOWBSBLLWVHMKICPRJUVZOC
DQFELRYMLXHCMANKRJMUREIYNYXDNTFXQMFRRZPYOIKOJVEZ, RETSZFMAZLVQAOBYFXAIFSWMBMLRBHTLEATFFNDMCWYCXJSN
ZDOSUTEBNLDOVNWLAMKPOAIXYDVRAYDUYHXU, BFQUWVGDPNFQXPYNCOMRQCKZAFXTCAFWAJZW
QSMHNIINUWZGFTYLCQCRSZGBPHECJSAIPTQVPCMMZRBVVLWAAKIWSHEUJNXFRHFP, OQKFLGGLSUXEDRWJAOAPQXEZNFCAHQYGNROTNAKKXPZTTJUYYIGUQFCSHLVDPFDN
BFPKBURGLMQTUHUZTSRJVLDLFLOSVJXFDCNUMKWQKGCXNRRIPDNQTAFWPIRCTOGNMYZMRWPFXOETHMLQYKLRBGMDBXAGBYVJNJBKLSDOCYCGJVHYYR, AEOJATQFKLPSTGTYSRQIUKCKEKNRUIWECBMTLJVPJFBWMQQHOCMPSZEVOHQBSNFMLXYLQVOEWNDSGLKPXJKQAFLCAWZFAXUIMIAJKRCNBXBFIUGXXQ
GFUVLINIMSYDGGMCAUESIXOYVELDMEMRFPXKCHKRHDKQJRQPIJLZUKVCBNLNIO, MLABROTOSYEJMMSIGAKYODUEBKRJSKSXLVDQINQXNJQWPXWVOPRFAQBIHTRTOU
FGRPKFVGZNYGYTOHCIUXC, TUFDYTJUNBMUMHCVQWILQ
ZSMPKXMXLIJZEHTOBFEWFTJYBQCREMXJNTBAIGXJJNGMFBHZSMQCTXGGMUNDELCXNJODMLRXVMDOSWEJLIDELEXUFQLOZJXIEO, HAUXSFUFTQRHMPBWJNMENBRGJYKZMUFRVBJIQOFRRVOUNJPHAUYKBFOOUCVLMTKFVRWLUTZFDULWAEMRTQLMTMFCNYTWHRFQMW
URSNDHFYYEEMDO, AXYTJNLEEKKSJU
JFGXHTXZXKJJOEFQGQHIJFWQAHREWBHGQFWUMJXEBLSSFBEYHKMMFQ, FBCTDPTVTGFFKABMCMDEFBSMWDNASXDCMBSQIFTAXHOOBXAUDGIIBM
TXDVLRYVFKIMHXBLYPZRPWLCMXKWPWJTWINQVRXXKSRRUIVAVVUUYGYRSHQHFEEXKFCQVRVEFECMYKUOJZRJQAPWYA, YCIAQWDAKPNRMCGQDUEWUBQHRCPBUBOYBNSVAWCCPXWWZNAFAAZZDLDWXMVMKJJCPKHVAWAJKJHRDPZTOEWOVFUBDF
PSNUJZQITWSVLLZNHGBJIKZDJLDPO, ILGNCSJBMPLOEESGAZUCBDSWCEWIH
DXQRPCQWKOVJOHSGKUBCPPCUMLKSQYQKLOKCIQJZMKHIFSABKQRKZNZZKBIFUZEIAH, OIBCANBHVZGUZSDRVFMNAANFXWVDBJBVWZVNTBUKXVSTQDLMVBCVKYKKVMTQFKPTLS
SUKITCPRYTIGWTHCQXNTRJVRAWDATVLGAUVEGJOHQIIKDCOMEYLQFTFGSDNQD, DFVTENACJETRHESNBIYECUGCLHOLEGWRLFGPRUZSBTTVONZXPJWBQEQRDOYBO
QTXYNF, ILPQFX
QFCEUZWEW, VKHJZEBJB
KYCFZZGNXFOUFBPNISSJVZSXJVLYSHKWIFJNNYRDVPDY, XLPSMMTAKSBHSOCAVFFWIMFKWIYLFUXJVSWAALEQICQL
VHQLMFYIFRJGQFRSFTIJAYTCBVTIWHPLIOXGEFMHBS, UGPKLEXHEQIFPEQRESHIZXSBAUSHVGOKHNWFDELGAR
XMQRXZVMNMXJRPKNQKDKMELOS, PEIJPRNEFEPBJHCFICVCEWDGK
JMOCZXOPMCCOWIPINDFKFABZTFILTWTQBENMPYAQEHBA, HKMAXVMNKAAMUGNGLBDIDYZXRDGJRUROZCLKNWYOCFZY
QAWPUTOXVDACOPIYMXYJDMBIYKUCSZFUHOAJPHDSGNBHYACEYLJGQKTLJZKLLDF, OYUNSRMVTBYAMNGWKVWHBKZGWISAQXDSFMYHNFBQELZFWYACWJHEOIRJHXIJJBD
FIQQIYEBTXRJTHFLDOQIPZZAUETQEFCXKJYSSEMLEGJFQDBLDBQRTRRSVGOVEEDBWNUBCIYXHADGOXTTRQBABEDLPIMRITE, ORZZRHNKCGASCQOUMXZRYIIJDNCZNOLGTSHBBNVUNPSOZMKUMKZACAABEPXENNMKFWDKLRHGQJMPXGCCAZKJKNMUYRVARCN
SALXUUSMXXMEOUDDUTZMKNNBDWKPSLWUINJRKQIMZRJYVIBNCBG, RZKWTTRLWWLDNTCCTSYLJMMACVJORKVTHMIQJPHLYQIXUHAMBAF
FHAROOZHRBUCAGCIUFLYEQAHKIBVKUNJPKSYIYNFRWWHGKEGDHIULFRITTYQJCYXSKFMDDWCELZDODUDHKPXXXWEXXLMPNNOM, MOHYVVGOYIBJHNJPBMSFLXHORPICRBUQWRZFPFUMYDDONRLNKOPBSMYPAAFXQJFEZRMTKKDJLSGKVKBKORWEEEDLEESTWUUVT
GFWTRTERLKKACQVCARTSBFWNFQQIVMMUJDQOCQMFITFYQSMTZVJYVLGVXVSDTGCEYRFAPRZZ, LKBYWYJWQPPFHVAHFWYXGKBSKVVNARRZOIVTHVRKNYKDVXRYEAODAQLACAXIYLHJDWKFUWEE
BIWJLVVRJRCDHIDPMIHSPKZLLUAPSOLPZEWGIMSRXJQBXHXRFRZHTKMYVEDTXORYGWAXSBKRJUNXQQZIPFQCUSJOTJGWLOEUMFBKCJKRGCAXZV, AHVIKUUQIQBCGHCOLHGROJYKKTZORNKOYDVFHLRQWIPAWGWQEQYGSJLXUDCSWNQXFVZWRAJQITMWPPYHOEPBTRINSIFVKNDTLEAJBIJQFBZWYU
FNASKQFPOKANGKCGPUPHVFXWGYHDHOATURFQGPVIGDGCKQBGSWQSIZUGDFTJVXZREOY, YGTLDJYIHDTGZDVZINIAOYQPZRAWAHTMNKYJZIOBZWZVDJUZLPJLBSNZWYMCOQSKXHR
FNZHAOUETAOQPEJKPZKRTBVAENCWGXYSVAPBSIEXPRFVMSWHDUKLRPBSLABOBZYNBIMZCUGOTBLHTFJBZTJWXCJITOVXF, KSEMFTZJYFTVUJOPUEPWYGAFJSHBLCDXAFUGXNJCUWKARXBMIZPQWUGXQFGTGEDSGNREHZLTYGQMYKOGEYOBCHONYTACK
ZFMTYCKLIHJXREOETAKPWPBCOWDCUGSPNOASOFAITZZHBN, FLSZEIQRONPDXKUKZGQVCVHIUCJIAMYVTUGYULGOZFFNHT
UJKRURVLBPPFNAQXDGJRNKNJJEWGEERMIEZAPPXBUEEVGDRNYTTBSPDGAGLATXENATSBUMCNACNUDHDGHWJHJMAVOCPYMJAUWOFKASZOQMEZL, WLMTWTXNDRRHPCSZFILTPMPLLGYIGGTOKGBCRRZDWGGXIFTPAVVDURFICINCVZGPCVUDWOEPCEPWFJFIJYLJLOCXQERAOLCWYQHMCUBQSOGBN
RKTQTSXGVAEKEMYPJHYQOCMJTUUKRQDPVOWCWVRQYXZQQEWSMLVMAAWMFSUKGSDJDITLJGKAHXIGIVAF, UNWTWVAJYDHNHPBSMKBTRFPMWXXNUTGSYRZFZYUTBACTTHZVPOYPDDZPIVXNJVGMGLWOMJNDKALJLYDI
ZRUYJNTKJVZNLFTVTDIULSHGTNXVQXDANCCZKIVBLAYZOHMTOLKOALNCGPAVWHIWZDJWKUCUSFIVEIWNGDOTPYTVXNQXMNZSGQPZ, WORVGKQHGSWKICQSQAFRIPEDQKUSNUAXKZZWHFSYIXVWLEJQLIHLXIKZDMXSTEFTWAGTHRZRPCFSBFTKDALQMVQSUKNUJKWPDNMW
